id,name,gender,movie_id,title,order
9195.0,Hiroyuki Sanada,0.0,64686,47 Ronin,1
58593.0,Kou Shibasaki,1.0,64686,47 Ronin,2
16828.0,Chris Evans,2.0,100402,Captain America: The Winter Soldier,0
2231.0,Samuel L. Jackson,2.0,100402,Captain America: The Winter Soldier,1
1245.0,Scarlett Johansson,1.0,100402,Captain America: The Winter Soldier,2
12073.0,Mike Myers,2.0,10192,Shrek Forever After,0
776.0,Eddie Murphy,2.0,10192,Shrek Forever After,1
6941.0,Cameron Diaz,1.0,10192,Shrek Forever After,2
52018.0,Britt Robertson,1.0,158852,Tomorrowland,0
1461.0,George Clooney,2.0,158852,Tomorrowland,1
1055230.0,Raffey Cassidy,1.0,158852,Tomorrowland,2
66580.0,Scott Adsit,2.0,177572,Big Hero 6,0
515510.0,Ryan Potter,2.0,177572,Big Hero 6,1
82093.0,Daniel Henney,2.0,177572,Big Hero 6,2
4764.0,John C. Reilly,2.0,82690,Wreck-It Ralph,0
7404.0,Sarah Silverman,1.0,82690,Wreck-It Ralph,1
58737.0,Jack McBrayer,2.0,82690,Wreck-It Ralph,2
31.0,Tom Hanks,2.0,5255,The Polar Express,0
2169.0,Michael Jeter,2.0,5255,The Polar Express,1
18286.0,Nona Gaye,1.0,5255,The Polar Express,2
96066.0,Liam Hemsworth,2.0,47933,Independence Day: Resurgence,0
4785.0,Jeff Goldblum,2.0,47933,Independence Day: Resurgence,1
8984.0,Bill Pullman,2.0,47933,Independence Day: Resurgence,2
449.0,Jay Baruchel,2.0,10191,How to Train Your Dragon,0
17276.0,Gerard Butler,2.0,10191,How to Train Your Dragon,1
24264.0,Craig Ferguson,2.0,10191,How to Train Your Dragon,2
1100.0,Arnold Schwarzenegger,2.0,296,Terminator 3: Rise of the Machines,0
6408.0,Nick Stahl,2.0,296,Terminator 3: Rise of the Machines,1
6194.0,Claire Danes,1.0,296,Terminator 3: Rise of the Machines,2
73457.0,Chris Pratt,2.0,118340,Guardians of the Galaxy,0
8691.0,Zoe Saldana,1.0,118340,Guardians of the Galaxy,1
543530.0,Dave Bautista,2.0,118340,Guardians of the Galaxy,2
10297.0,Matthew McConaughey,2.0,157336,Interstellar,0
83002.0,Jessica Chastain,1.0,157336,Interstellar,1
1813.0,Anne Hathaway,1.0,157336,Interstellar,2
6193.0,Leonardo DiCaprio,2.0,27205,Inception,0
24045.0,Joseph Gordon-Levitt,2.0,27205,Inception,1
27578.0,Ellen Page,1.0,27205,Inception,2
1098600.0,Hiroki Hasegawa,2.0,315011,Shin Godzilla,0
588403.0,Yutaka Takenouchi,2.0,315011,Shin Godzilla,1
224664.0,Satomi Ishihara,1.0,315011,Shin Godzilla,2
1327.0,Ian McKellen,2.0,49051,The Hobbit: An Unexpected Journey,0
7060.0,Martin Freeman,2.0,49051,The Hobbit: An Unexpected Journey,1
30315.0,Richard Armitage,2.0,49051,The Hobbit: An Unexpected Journey,2
8167.0,Paul Walker,2.0,9799,The Fast and the Furious,0
12835.0,Vin Diesel,2.0,9799,The Fast and the Furious,1
17647.0,Michelle Rodriguez,1.0,9799,The Fast and the Furious,2
112.0,Cate Blanchett,1.0,4922,The Curious Case of Benjamin Button,0
287.0,Brad Pitt,2.0,4922,The Curious Case of Benjamin Button,1
3063.0,Tilda Swinton,1.0,4922,The Curious Case of Benjamin Button,2
5530.0,James McAvoy,2.0,49538,X-Men: First Class,0
17288.0,Michael Fassbender,2.0,49538,X-Men: First Class,1
72129.0,Jennifer Lawrence,1.0,49538,X-Men: First Class,2
72129.0,Jennifer Lawrence,1.0,131634,The Hunger Games: Mockingjay - Part 2,0
27972.0,Josh Hutcherson,2.0,131634,The Hunger Games: Mockingjay - Part 2,1
96066.0,Liam Hemsworth,2.0,131634,The Hunger Games: Mockingjay - Part 2,2
2963.0,Nicolas Cage,2.0,27022,The Sorcerer's Apprentice,0
449.0,Jay Baruchel,2.0,27022,The Sorcerer's Apprentice,1
28782.0,Monica Bellucci,1.0,27022,The Sorcerer's Apprentice,2
6856.0,Kurt Russell,2.0,503,Poseidon,0
3037.0,Richard Dreyfuss,2.0,503,Poseidon,1
6164.0,Josh Lucas,1.0,503,Poseidon,2
85.0,Johnny Depp,2.0,241259,Alice Through the Looking Glass,0
76070.0,Mia Wasikowska,1.0,241259,Alice Through the Looking Glass,1
1813.0,Anne Hathaway,1.0,241259,Alice Through the Looking Glass,2
12073.0,Mike Myers,2.0,810,Shrek the Third,0
776.0,Eddie Murphy,2.0,810,Shrek the Third,1
6941.0,Cameron Diaz,1.0,810,Shrek the Third,2
52851.0,Paula Patton,1.0,68735,Warcraft,0
77700.0,Travis Fimmel,2.0,68735,Warcraft,1
11107.0,Ben Foster,2.0,68735,Warcraft,2
1100.0,Arnold Schwarzenegger,2.0,87101,Terminator Genisys,0
76512.0,Jason Clarke,2.0,87101,Terminator Genisys,1
1223786.0,Emilia Clarke,1.0,87101,Terminator Genisys,2
5527.0,Skandar Keynes,2.0,10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,0
5526.0,Georgie Henley,1.0,10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,1
11108.0,Simon Pegg,2.0,10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,2
880.0,Ben Affleck,2.0,676,Pearl Harbor,0
2299.0,Josh Hartnett,2.0,676,Pearl Harbor,1
3967.0,Kate Beckinsale,1.0,676,Pearl Harbor,2
10959.0,Shia LaBeouf,2.0,1858,Transformers,0
19536.0,Josh Duhamel,2.0,1858,Transformers,1
19537.0,Megan Fox,1.0,1858,Transformers,2
72466.0,Colin Farrell,2.0,1966,Alexander,0
11701.0,Angelina Jolie,1.0,1966,Alexander,1
5576.0,Val Kilmer,2.0,1966,Alexander,2
10980.0,Daniel Radcliffe,2.0,675,Harry Potter and the Order of the Phoenix,0
10989.0,Rupert Grint,2.0,675,Harry Potter and the Order of the Phoenix,1
10990.0,Emma Watson,1.0,675,Harry Potter and the Order of the Phoenix,2
10980.0,Daniel Radcliffe,2.0,674,Harry Potter and the Goblet of Fire,0
10989.0,Rupert Grint,2.0,674,Harry Potter and the Goblet of Fire,1
10990.0,Emma Watson,1.0,674,Harry Potter and the Goblet of Fire,2
2888.0,Will Smith,2.0,8960,Hancock,0
6885.0,Charlize Theron,1.0,8960,Hancock,1
23532.0,Jason Bateman,2.0,8960,Hancock,2
2888.0,Will Smith,2.0,6479,I Am Legend,0
8602.0,Alice Braga,1.0,6479,I Am Legend,1
49918.0,Charlie Tahan,2.0,6479,I Am Legend,2
85.0,Johnny Depp,2.0,118,Charlie and the Chocolate Factory,0
1281.0,Freddie Highmore,2.0,118,Charlie and the Chocolate Factory,1
1282.0,David Kelly,2.0,118,Charlie and the Chocolate Factory,2
10872.0,Patton Oswalt,2.0,2062,Ratatouille,0
65.0,Ian Holm,2.0,2062,Ratatouille,1
7962.0,Lou Romano,2.0,2062,Ratatouille,2
3894.0,Christian Bale,2.0,272,Batman Begins,0
3895.0,Michael Caine,2.0,272,Batman Begins,1
3896.0,Liam Neeson,2.0,272,Batman Begins,2
7399.0,Ben Stiller,2.0,10527,Madagascar: Escape 2 Africa,0
9575.0,Jada Pinkett Smith,1.0,10527,Madagascar: Escape 2 Africa,1
14409.0,David Schwimmer,2.0,10527,Madagascar: Escape 2 Africa,2
7399.0,Ben Stiller,2.0,18360,Night at the Museum: Battle of the Smithsonian,0
9273.0,Amy Adams,1.0,18360,Night at the Museum: Battle of the Smithsonian,1
887.0,Owen Wilson,2.0,18360,Night at the Museum: Battle of the Smithsonian,2
6968.0,Hugh Jackman,2.0,2080,X-Men Origins: Wolverine,0
23626.0,Liev Schreiber,2.0,2080,X-Men Origins: Wolverine,1
6413.0,Danny Huston,2.0,2080,X-Men Origins: Wolverine,2
6384.0,Keanu Reeves,2.0,605,The Matrix Revolutions,0
2975.0,Laurence Fishburne,2.0,605,The Matrix Revolutions,1
530.0,Carrie-Anne Moss,1.0,605,The Matrix Revolutions,2
40462.0,Kristen Bell,1.0,109445,Frozen,0
19394.0,Idina Menzel,1.0,109445,Frozen,1
221611.0,Jonathan Groff,0.0,109445,Frozen,2
6384.0,Keanu Reeves,2.0,604,The Matrix Reloaded,0
530.0,Carrie-Anne Moss,1.0,604,The Matrix Reloaded,1
2975.0,Laurence Fishburne,2.0,604,The Matrix Reloaded,2
74568.0,Chris Hemsworth,2.0,76338,Thor: The Dark World,0
524.0,Natalie Portman,1.0,76338,Thor: The Dark World,1
91606.0,Tom Hiddleston,2.0,76338,Thor: The Dark World,2
2524.0,Tom Hardy,2.0,76341,Mad Max: Fury Road,0
6885.0,Charlize Theron,1.0,76341,Mad Max: Fury Road,1
3292.0,Nicholas Hoult,2.0,76341,Mad Max: Fury Road,2
31.0,Tom Hanks,2.0,13448,Angels & Demons,0
3061.0,Ewan McGregor,2.0,13448,Angels & Demons,1
8786.0,Ayelet Zurer,1.0,13448,Angels & Demons,2
74568.0,Chris Hemsworth,2.0,10195,Thor,0
524.0,Natalie Portman,1.0,10195,Thor,1
91606.0,Tom Hiddleston,2.0,10195,Thor,2
8891.0,John Travolta,2.0,13053,Bolt,0
76594.0,Miley Cyrus,1.0,13053,Bolt,1
56910.0,Susie Essman,1.0,13053,Bolt,2
6807.0,Sam Rockwell,2.0,19585,G-Force,0
955.0,Penélope Cruz,1.0,19585,G-Force,1
56903.0,Tracy Morgan,2.0,19585,G-Force,2
65731.0,Sam Worthington,2.0,57165,Wrath of the Titans,0
3896.0,Liam Neeson,2.0,57165,Wrath of the Titans,1
5469.0,Ralph Fiennes,2.0,57165,Wrath of the Titans,2
85.0,Johnny Depp,2.0,62213,Dark Shadows,0
1160.0,Michelle Pfeiffer,1.0,62213,Dark Shadows,1
1283.0,Helena Bonham Carter,1.0,62213,Dark Shadows,2
500.0,Tom Cruise,2.0,177677,Mission: Impossible - Rogue Nation,0
933238.0,Rebecca Ferguson,1.0,177677,Mission: Impossible - Rogue Nation,1
11108.0,Simon Pegg,2.0,177677,Mission: Impossible - Rogue Nation,2
1121.0,Benicio del Toro,2.0,7978,The Wolfman,0
4173.0,Anthony Hopkins,2.0,7978,The Wolfman,1
5081.0,Emily Blunt,1.0,7978,The Wolfman,2
16377.0,Jerry Seinfeld,2.0,5559,Bee Movie,0
9137.0,Renée Zellweger,1.0,5559,Bee Movie,1
12077.0,Jim Cummings,2.0,5559,Bee Movie,2
70851.0,Jack Black,2.0,49444,Kung Fu Panda 2,0
11701.0,Angelina Jolie,1.0,49444,Kung Fu Panda 2,1
4483.0,Dustin Hoffman,2.0,49444,Kung Fu Panda 2,2
88816.0,Noah Ringer,2.0,10196,The Last Airbender,0
61186.0,Nicola Peltz,1.0,10196,The Last Airbender,1
84215.0,Jackson Rathbone,2.0,10196,The Last Airbender,2
500.0,Tom Cruise,2.0,956,Mission: Impossible III,0
1233.0,Philip Seymour Hoffman,2.0,956,Mission: Impossible III,1
10182.0,Ving Rhames,2.0,956,Mission: Impossible III,2
38673.0,Channing Tatum,2.0,117251,White House Down,0
134.0,Jamie Foxx,2.0,117251,White House Down,1
125025.0,Joey King,1.0,117251,White House Down,2
13922.0,Seth Green,2.0,50321,Mars Needs Moms,0
3234.0,Joan Cusack,1.0,50321,Mars Needs Moms,1
58873.0,Dan Fogler,2.0,50321,Mars Needs Moms,2
